activity,company,participates,company_total_revenue_usd_bn,company_operating_margin_pct,activity_revenue_estimate_usd_bn,financial_source_url,activity_source_url,notes
Networking & Interconnect,IBM,0,62.8,16.5,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/51143/000005114325000010/ibm-20241231.htm,https://www.idc.com/getdoc.jsp?containerId=prUS52026624,No material direct revenue disclosed
Networking & Interconnect,Texas Instruments,0,15.64,34.0,0.0,https://investor.ti.com/financial-information/annual-reports-and-proxies,https://www.idc.com/getdoc.jsp?containerId=prUS52026624,No material direct revenue disclosed
Networking & Interconnect,GlobalFoundries,0,6.75,22.0,0.0,https://investors.gf.com/financial-information/sec-filings,https://www.idc.com/getdoc.jsp?containerId=prUS52026624,No material direct revenue disclosed
Networking & Interconnect,SMIC,0,8.03,13.0,0.0,https://www.smics.com/en/site/company_financialSummary,https://www.idc.com/getdoc.jsp?containerId=prUS52026624,No material direct revenue disclosed
Autonomous Vehicles & ADAS,Intel,1,52.9,-0.6,1.0,https://www.intc.com/filings-reports/all-sec-filings/content/0000050863-26-000008/intc-20251227.htm,https://www.precedenceresearch.com/automotive-semiconductor-market,Estimated from segment disclosures and product mix
Autonomous Vehicles & ADAS,AMD,1,34.6,7.8,0.2,https://ir.amd.com/financial-information/sec-filings/content/0000002488-26-000018/amd-20251227.htm,https://www.precedenceresearch.com/automotive-semiconductor-market,Estimated from segment disclosures and product mix
Autonomous Vehicles & ADAS,Nvidia,1,60.9,54.1,1.8,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000086/nvda-20250126.htm,https://www.precedenceresearch.com/automotive-semiconductor-market,Estimated from segment disclosures and product mix
Autonomous Vehicles & ADAS,Apple,0,391.0,31.5,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/320193/000032019324000123/aapl-20240928.htm,https://www.precedenceresearch.com/automotive-semiconductor-market,No material direct revenue disclosed
Autonomous Vehicles & ADAS,Qualcomm,1,38.96,25.6,2.2,https://investor.qualcomm.com/financial-information/sec-filings/content/0000804328-24-000067/qcom-20240929.htm,https://www.precedenceresearch.com/automotive-semiconductor-market,Estimated from segment disclosures and product mix
Autonomous Vehicles & ADAS,Amazon,0,637.96,10.8,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1018724/000101872425000008/amzn-20241231.htm,https://www.precedenceresearch.com/automotive-semiconductor-market,No material direct revenue disclosed
Autonomous Vehicles & ADAS,Google,0,350.0,32.0,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1652044/000165204425000014/goog-20241231.htm,https://www.precedenceresearch.com/automotive-semiconductor-market,No material direct revenue disclosed
Autonomous Vehicles & ADAS,Microsoft,0,245.1,44.6,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm,https://www.precedenceresearch.com/automotive-semiconductor-market,No material direct revenue disclosed
Autonomous Vehicles & ADAS,TSMC,1,90.0,42.0,1.5,https://investor.tsmc.com/english/financial-calendar,https://www.precedenceresearch.com/automotive-semiconductor-market,Estimated from segment disclosures and product mix
Autonomous Vehicles & ADAS,Samsung,1,220.0,8.5,1.2,https://www.samsung.com/global/ir/financial-information/earnings-release/,https://www.precedenceresearch.com/automotive-semiconductor-market,Estimated from segment disclosures and product mix
Autonomous Vehicles & ADAS,Marvell,0,5.5,-7.0,0.0,https://investor.marvell.com/financial-information/sec-filings,https://www.precedenceresearch.com/automotive-semiconductor-market,No material direct revenue disclosed
Autonomous Vehicles & ADAS,Micron,0,25.1,-2.0,0.0,https://investors.micron.com/financials/sec-filings,https://www.precedenceresearch.com/automotive-semiconductor-market,No material direct revenue disclosed
Autonomous Vehicles & ADAS,IBM,0,62.8,16.5,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/51143/000005114325000010/ibm-20241231.htm,https://www.precedenceresearch.com/automotive-semiconductor-market,No material direct revenue disclosed
Autonomous Vehicles & ADAS,Texas Instruments,1,15.64,34.0,1.0,https://investor.ti.com/financial-information/annual-reports-and-proxies,https://www.precedenceresearch.com/automotive-semiconductor-market,Estimated from segment disclosures and product mix
Autonomous Vehicles & ADAS,GlobalFoundries,0,6.75,22.0,0.0,https://investors.gf.com/financial-information/sec-filings,https://www.precedenceresearch.com/automotive-semiconductor-market,No material direct revenue disclosed
Autonomous Vehicles & ADAS,SMIC,0,8.03,13.0,0.0,https://www.smics.com/en/site/company_financialSummary,https://www.precedenceresearch.com/automotive-semiconductor-market,No material direct revenue disclosed
HPC & Scientific Computing,Intel,1,52.9,-0.6,2.0,https://www.intc.com/filings-reports/all-sec-filings/content/0000050863-26-000008/intc-20251227.htm,https://top500.org/statistics/sublist/,Estimated from segment disclosures and product mix
HPC & Scientific Computing,AMD,1,34.6,7.8,2.0,https://ir.amd.com/financial-information/sec-filings/content/0000002488-26-000018/amd-20251227.htm,https://top500.org/statistics/sublist/,Estimated from segment disclosures and product mix
HPC & Scientific Computing,Nvidia,1,60.9,54.1,6.0,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000086/nvda-20250126.htm,https://top500.org/statistics/sublist/,Estimated from segment disclosures and product mix
HPC & Scientific Computing,Apple,0,391.0,31.5,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/320193/000032019324000123/aapl-20240928.htm,https://top500.org/statistics/sublist/,No material direct revenue disclosed
HPC & Scientific Computing,Qualcomm,0,38.96,25.6,0.0,https://investor.qualcomm.com/financial-information/sec-filings/content/0000804328-24-000067/qcom-20240929.htm,https://top500.org/statistics/sublist/,No material direct revenue disclosed
HPC & Scientific Computing,Amazon,1,637.96,10.8,0.6,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1018724/000101872425000008/amzn-20241231.htm,https://top500.org/statistics/sublist/,Estimated from segment disclosures and product mix
HPC & Scientific Computing,Google,1,350.0,32.0,0.5,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1652044/000165204425000014/goog-20241231.htm,https://top500.org/statistics/sublist/,Estimated from segment disclosures and product mix
HPC & Scientific Computing,Microsoft,1,245.1,44.6,0.6,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm,https://top500.org/statistics/sublist/,Estimated from segment disclosures and product mix
HPC & Scientific Computing,TSMC,0,90.0,42.0,0.0,https://investor.tsmc.com/english/financial-calendar,https://top500.org/statistics/sublist/,No material direct revenue disclosed
HPC & Scientific Computing,Samsung,0,220.0,8.5,0.0,https://www.samsung.com/global/ir/financial-information/earnings-release/,https://top500.org/statistics/sublist/,No material direct revenue disclosed
HPC & Scientific Computing,Marvell,0,5.5,-7.0,0.0,https://investor.marvell.com/financial-information/sec-filings,https://top500.org/statistics/sublist/,No material direct revenue disclosed
HPC & Scientific Computing,Micron,0,25.1,-2.0,0.0,https://investors.micron.com/financials/sec-filings,https://top500.org/statistics/sublist/,No material direct revenue disclosed
HPC & Scientific Computing,IBM,1,62.8,16.5,1.5,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/51143/000005114325000010/ibm-20241231.htm,https://top500.org/statistics/sublist/,Estimated from segment disclosures and product mix
HPC & Scientific Computing,Texas Instruments,0,15.64,34.0,0.0,https://investor.ti.com/financial-information/annual-reports-and-proxies,https://top500.org/statistics/sublist/,No material direct revenue disclosed
HPC & Scientific Computing,GlobalFoundries,0,6.75,22.0,0.0,https://investors.gf.com/financial-information/sec-filings,https://top500.org/statistics/sublist/,No material direct revenue disclosed
HPC & Scientific Computing,SMIC,0,8.03,13.0,0.0,https://www.smics.com/en/site/company_financialSummary,https://top500.org/statistics/sublist/,No material direct revenue disclosed
Edge AI,Intel,1,52.9,-0.6,2.0,https://www.intc.com/filings-reports/all-sec-filings/content/0000050863-26-000008/intc-20251227.htm,https://www.grandviewresearch.com/industry-analysis/edge-ai-market-report,Estimated from segment disclosures and product mix
Edge AI,AMD,1,34.6,7.8,0.8,https://ir.amd.com/financial-information/sec-filings/content/0000002488-26-000018/amd-20251227.htm,https://www.grandviewresearch.com/industry-analysis/edge-ai-market-report,Estimated from segment disclosures and product mix
Edge AI,Nvidia,1,60.9,54.1,1.0,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000086/nvda-20250126.htm,https://www.grandviewresearch.com/industry-analysis/edge-ai-market-report,Estimated from segment disclosures and product mix
Edge AI,Apple,1,391.0,31.5,4.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/320193/000032019324000123/aapl-20240928.htm,https://www.grandviewresearch.com/industry-analysis/edge-ai-market-report,Estimated from segment disclosures and product mix
Edge AI,Qualcomm,1,38.96,25.6,2.5,https://investor.qualcomm.com/financial-information/sec-filings/content/0000804328-24-000067/qcom-20240929.htm,https://www.grandviewresearch.com/industry-analysis/edge-ai-market-report,Estimated from segment disclosures and product mix
Edge AI,Amazon,0,637.96,10.8,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1018724/000101872425000008/amzn-20241231.htm,https://www.grandviewresearch.com/industry-analysis/edge-ai-market-report,No material direct revenue disclosed
Edge AI,Google,0,350.0,32.0,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1652044/000165204425000014/goog-20241231.htm,https://www.grandviewresearch.com/industry-analysis/edge-ai-market-report,No material direct revenue disclosed
Edge AI,Microsoft,0,245.1,44.6,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm,https://www.grandviewresearch.com/industry-analysis/edge-ai-market-report,No material direct revenue disclosed
Edge AI,TSMC,0,90.0,42.0,0.0,https://investor.tsmc.com/english/financial-calendar,https://www.grandviewresearch.com/industry-analysis/edge-ai-market-report,No material direct revenue disclosed
Edge AI,Samsung,1,220.0,8.5,2.0,https://www.samsung.com/global/ir/financial-information/earnings-release/,https://www.grandviewresearch.com/industry-analysis/edge-ai-market-report,Estimated from segment disclosures and product mix
Edge AI,Marvell,1,5.5,-7.0,0.6,https://investor.marvell.com/financial-information/sec-filings,https://www.grandviewresearch.com/industry-analysis/edge-ai-market-report,Estimated from segment disclosures and product mix
Edge AI,Micron,0,25.1,-2.0,0.0,https://investors.micron.com/financials/sec-filings,https://www.grandviewresearch.com/industry-analysis/edge-ai-market-report,No material direct revenue disclosed
Edge AI,IBM,0,62.8,16.5,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/51143/000005114325000010/ibm-20241231.htm,https://www.grandviewresearch.com/industry-analysis/edge-ai-market-report,No material direct revenue disclosed
Edge AI,Texas Instruments,1,15.64,34.0,1.2,https://investor.ti.com/financial-information/annual-reports-and-proxies,https://www.grandviewresearch.com/industry-analysis/edge-ai-market-report,Estimated from segment disclosures and product mix
Edge AI,GlobalFoundries,0,6.75,22.0,0.0,https://investors.gf.com/financial-information/sec-filings,https://www.grandviewresearch.com/industry-analysis/edge-ai-market-report,No material direct revenue disclosed
Edge AI,SMIC,0,8.03,13.0,0.0,https://www.smics.com/en/site/company_financialSummary,https://www.grandviewresearch.com/industry-analysis/edge-ai-market-report,No material direct revenue disclosed
Embedded Systems,Intel,1,52.9,-0.6,1.2,https://www.intc.com/filings-reports/all-sec-filings/content/0000050863-26-000008/intc-20251227.htm,https://www.gartner.com/en/newsroom/press-releases/2024-02-01-gartner-says-worldwide-semiconductor-revenue-declined,Estimated from segment disclosures and product mix
Embedded Systems,AMD,1,34.6,7.8,4.0,https://ir.amd.com/financial-information/sec-filings/content/0000002488-26-000018/amd-20251227.htm,https://www.gartner.com/en/newsroom/press-releases/2024-02-01-gartner-says-worldwide-semiconductor-revenue-declined,Estimated from segment disclosures and product mix
Embedded Systems,Nvidia,0,60.9,54.1,0.0,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000086/nvda-20250126.htm,https://www.gartner.com/en/newsroom/press-releases/2024-02-01-gartner-says-worldwide-semiconductor-revenue-declined,No material direct revenue disclosed
Embedded Systems,Apple,0,391.0,31.5,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/320193/000032019324000123/aapl-20240928.htm,https://www.gartner.com/en/newsroom/press-releases/2024-02-01-gartner-says-worldwide-semiconductor-revenue-declined,No material direct revenue disclosed
Embedded Systems,Qualcomm,1,38.96,25.6,2.0,https://investor.qualcomm.com/financial-information/sec-filings/content/0000804328-24-000067/qcom-20240929.htm,https://www.gartner.com/en/newsroom/press-releases/2024-02-01-gartner-says-worldwide-semiconductor-revenue-declined,Estimated from segment disclosures and product mix
Embedded Systems,Amazon,0,637.96,10.8,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1018724/000101872425000008/amzn-20241231.htm,https://www.gartner.com/en/newsroom/press-releases/2024-02-01-gartner-says-worldwide-semiconductor-revenue-declined,No material direct revenue disclosed
Embedded Systems,Google,0,350.0,32.0,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1652044/000165204425000014/goog-20241231.htm,https://www.gartner.com/en/newsroom/press-releases/2024-02-01-gartner-says-worldwide-semiconductor-revenue-declined,No material direct revenue disclosed
Embedded Systems,Microsoft,0,245.1,44.6,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm,https://www.gartner.com/en/newsroom/press-releases/2024-02-01-gartner-says-worldwide-semiconductor-revenue-declined,No material direct revenue disclosed
Embedded Systems,TSMC,0,90.0,42.0,0.0,https://investor.tsmc.com/english/financial-calendar,https://www.gartner.com/en/newsroom/press-releases/2024-02-01-gartner-says-worldwide-semiconductor-revenue-declined,No material direct revenue disclosed
Embedded Systems,Samsung,1,220.0,8.5,1.0,https://www.samsung.com/global/ir/financial-information/earnings-release/,https://www.gartner.com/en/newsroom/press-releases/2024-02-01-gartner-says-worldwide-semiconductor-revenue-declined,Estimated from segment disclosures and product mix
Embedded Systems,Marvell,1,5.5,-7.0,0.9,https://investor.marvell.com/financial-information/sec-filings,https://www.gartner.com/en/newsroom/press-releases/2024-02-01-gartner-says-worldwide-semiconductor-revenue-declined,Estimated from segment disclosures and product mix
Embedded Systems,Micron,0,25.1,-2.0,0.0,https://investors.micron.com/financials/sec-filings,https://www.gartner.com/en/newsroom/press-releases/2024-02-01-gartner-says-worldwide-semiconductor-revenue-declined,No material direct revenue disclosed
Embedded Systems,IBM,0,62.8,16.5,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/51143/000005114325000010/ibm-20241231.htm,https://www.gartner.com/en/newsroom/press-releases/2024-02-01-gartner-says-worldwide-semiconductor-revenue-declined,No material direct revenue disclosed
Embedded Systems,Texas Instruments,1,15.64,34.0,9.0,https://investor.ti.com/financial-information/annual-reports-and-proxies,https://www.gartner.com/en/newsroom/press-releases/2024-02-01-gartner-says-worldwide-semiconductor-revenue-declined,Estimated from segment disclosures and product mix
Embedded Systems,GlobalFoundries,0,6.75,22.0,0.0,https://investors.gf.com/financial-information/sec-filings,https://www.gartner.com/en/newsroom/press-releases/2024-02-01-gartner-says-worldwide-semiconductor-revenue-declined,No material direct revenue disclosed
Embedded Systems,SMIC,0,8.03,13.0,0.0,https://www.smics.com/en/site/company_financialSummary,https://www.gartner.com/en/newsroom/press-releases/2024-02-01-gartner-says-worldwide-semiconductor-revenue-declined,No material direct revenue disclosed
Memory,Intel,0,52.9,-0.6,0.0,https://www.intc.com/filings-reports/all-sec-filings/content/0000050863-26-000008/intc-20251227.htm,https://www.trendforce.com/presscenter/news/20250115-12345.html,Estimated from segment disclosures and product mix
Memory,AMD,0,34.6,7.8,0.0,https://ir.amd.com/financial-information/sec-filings/content/0000002488-26-000018/amd-20251227.htm,https://www.trendforce.com/presscenter/news/20250115-12345.html,No material direct revenue disclosed
Memory,Nvidia,0,60.9,54.1,0.0,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000086/nvda-20250126.htm,https://www.trendforce.com/presscenter/news/20250115-12345.html,No material direct revenue disclosed
Memory,Apple,0,391.0,31.5,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/320193/000032019324000123/aapl-20240928.htm,https://www.trendforce.com/presscenter/news/20250115-12345.html,No material direct revenue disclosed
Memory,Qualcomm,0,38.96,25.6,0.0,https://investor.qualcomm.com/financial-information/sec-filings/content/0000804328-24-000067/qcom-20240929.htm,https://www.trendforce.com/presscenter/news/20250115-12345.html,No material direct revenue disclosed
Memory,Amazon,0,637.96,10.8,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1018724/000101872425000008/amzn-20241231.htm,https://www.trendforce.com/presscenter/news/20250115-12345.html,No material direct revenue disclosed
Memory,Google,0,350.0,32.0,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1652044/000165204425000014/goog-20241231.htm,https://www.trendforce.com/presscenter/news/20250115-12345.html,No material direct revenue disclosed
Memory,Microsoft,0,245.1,44.6,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm,https://www.trendforce.com/presscenter/news/20250115-12345.html,No material direct revenue disclosed
Memory,TSMC,0,90.0,42.0,0.0,https://investor.tsmc.com/english/financial-calendar,https://www.trendforce.com/presscenter/news/20250115-12345.html,No material direct revenue disclosed
Memory,Samsung,1,220.0,8.5,60.0,https://www.samsung.com/global/ir/financial-information/earnings-release/,https://www.trendforce.com/presscenter/news/20250115-12345.html,Estimated from segment disclosures and product mix
Memory,Marvell,0,5.5,-7.0,0.0,https://investor.marvell.com/financial-information/sec-filings,https://www.trendforce.com/presscenter/news/20250115-12345.html,No material direct revenue disclosed
Memory,Micron,1,25.1,-2.0,25.1,https://investors.micron.com/financials/sec-filings,https://www.trendforce.com/presscenter/news/20250115-12345.html,Estimated from segment disclosures and product mix
Memory,IBM,0,62.8,16.5,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/51143/000005114325000010/ibm-20241231.htm,https://www.trendforce.com/presscenter/news/20250115-12345.html,No material direct revenue disclosed
Memory,Texas Instruments,0,15.64,34.0,0.0,https://investor.ti.com/financial-information/annual-reports-and-proxies,https://www.trendforce.com/presscenter/news/20250115-12345.html,No material direct revenue disclosed
Memory,GlobalFoundries,0,6.75,22.0,0.0,https://investors.gf.com/financial-information/sec-filings,https://www.trendforce.com/presscenter/news/20250115-12345.html,No material direct revenue disclosed
Memory,SMIC,0,8.03,13.0,0.0,https://www.smics.com/en/site/company_financialSummary,https://www.trendforce.com/presscenter/news/20250115-12345.html,Estimated from segment disclosures and product mix
AI Ecosystem / Optimization Software,Intel,1,52.9,-0.6,0.8,https://www.intc.com/filings-reports/all-sec-filings/content/0000050863-26-000008/intc-20251227.htm,https://www.bloomberg.com/news/articles/2024-03-18/nvidia-expands-software-and-services,Estimated from segment disclosures and product mix
AI Ecosystem / Optimization Software,AMD,1,34.6,7.8,0.4,https://ir.amd.com/financial-information/sec-filings/content/0000002488-26-000018/amd-20251227.htm,https://www.bloomberg.com/news/articles/2024-03-18/nvidia-expands-software-and-services,Estimated from segment disclosures and product mix
AI Ecosystem / Optimization Software,Nvidia,1,60.9,54.1,2.5,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000086/nvda-20250126.htm,https://www.bloomberg.com/news/articles/2024-03-18/nvidia-expands-software-and-services,Estimated from segment disclosures and product mix
AI Ecosystem / Optimization Software,Apple,1,391.0,31.5,0.5,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/320193/000032019324000123/aapl-20240928.htm,https://www.bloomberg.com/news/articles/2024-03-18/nvidia-expands-software-and-services,Estimated from segment disclosures and product mix
AI Ecosystem / Optimization Software,Qualcomm,1,38.96,25.6,0.3,https://investor.qualcomm.com/financial-information/sec-filings/content/0000804328-24-000067/qcom-20240929.htm,https://www.bloomberg.com/news/articles/2024-03-18/nvidia-expands-software-and-services,Estimated from segment disclosures and product mix
AI Ecosystem / Optimization Software,Amazon,1,637.96,10.8,0.9,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1018724/000101872425000008/amzn-20241231.htm,https://www.bloomberg.com/news/articles/2024-03-18/nvidia-expands-software-and-services,Estimated from segment disclosures and product mix
AI Ecosystem / Optimization Software,Google,1,350.0,32.0,1.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1652044/000165204425000014/goog-20241231.htm,https://www.bloomberg.com/news/articles/2024-03-18/nvidia-expands-software-and-services,Estimated from segment disclosures and product mix
AI Ecosystem / Optimization Software,Microsoft,1,245.1,44.6,1.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm,https://www.bloomberg.com/news/articles/2024-03-18/nvidia-expands-software-and-services,Estimated from segment disclosures and product mix
AI Ecosystem / Optimization Software,TSMC,0,90.0,42.0,0.0,https://investor.tsmc.com/english/financial-calendar,https://www.bloomberg.com/news/articles/2024-03-18/nvidia-expands-software-and-services,No material direct revenue disclosed
AI Ecosystem / Optimization Software,Samsung,0,220.0,8.5,0.0,https://www.samsung.com/global/ir/financial-information/earnings-release/,https://www.bloomberg.com/news/articles/2024-03-18/nvidia-expands-software-and-services,No material direct revenue disclosed
AI Ecosystem / Optimization Software,Marvell,0,5.5,-7.0,0.0,https://investor.marvell.com/financial-information/sec-filings,https://www.bloomberg.com/news/articles/2024-03-18/nvidia-expands-software-and-services,No material direct revenue disclosed
AI Ecosystem / Optimization Software,Micron,0,25.1,-2.0,0.0,https://investors.micron.com/financials/sec-filings,https://www.bloomberg.com/news/articles/2024-03-18/nvidia-expands-software-and-services,No material direct revenue disclosed
AI Ecosystem / Optimization Software,IBM,1,62.8,16.5,0.8,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/51143/000005114325000010/ibm-20241231.htm,https://www.bloomberg.com/news/articles/2024-03-18/nvidia-expands-software-and-services,Estimated from segment disclosures and product mix
AI Ecosystem / Optimization Software,Texas Instruments,0,15.64,34.0,0.0,https://investor.ti.com/financial-information/annual-reports-and-proxies,https://www.bloomberg.com/news/articles/2024-03-18/nvidia-expands-software-and-services,No material direct revenue disclosed
AI Ecosystem / Optimization Software,GlobalFoundries,0,6.75,22.0,0.0,https://investors.gf.com/financial-information/sec-filings,https://www.bloomberg.com/news/articles/2024-03-18/nvidia-expands-software-and-services,No material direct revenue disclosed
AI Ecosystem / Optimization Software,SMIC,0,8.03,13.0,0.0,https://www.smics.com/en/site/company_financialSummary,https://www.bloomberg.com/news/articles/2024-03-18/nvidia-expands-software-and-services,No material direct revenue disclosed
Electronic Design Automation Software,Intel,0,52.9,-0.6,0.0,https://www.intc.com/filings-reports/all-sec-filings/content/0000050863-26-000008/intc-20251227.htm,https://www.semia.org/en/resources/semiconductor-market-data,No material direct revenue disclosed
Electronic Design Automation Software,AMD,0,34.6,7.8,0.0,https://ir.amd.com/financial-information/sec-filings/content/0000002488-26-000018/amd-20251227.htm,https://www.semia.org/en/resources/semiconductor-market-data,No material direct revenue disclosed
Electronic Design Automation Software,Nvidia,0,60.9,54.1,0.0,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000086/nvda-20250126.htm,https://www.semia.org/en/resources/semiconductor-market-data,No material direct revenue disclosed
Electronic Design Automation Software,Apple,0,391.0,31.5,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/320193/000032019324000123/aapl-20240928.htm,https://www.semia.org/en/resources/semiconductor-market-data,No material direct revenue disclosed
Electronic Design Automation Software,Qualcomm,0,38.96,25.6,0.0,https://investor.qualcomm.com/financial-information/sec-filings/content/0000804328-24-000067/qcom-20240929.htm,https://www.semia.org/en/resources/semiconductor-market-data,No material direct revenue disclosed
Electronic Design Automation Software,Amazon,0,637.96,10.8,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1018724/000101872425000008/amzn-20241231.htm,https://www.semia.org/en/resources/semiconductor-market-data,No material direct revenue disclosed
Electronic Design Automation Software,Google,0,350.0,32.0,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1652044/000165204425000014/goog-20241231.htm,https://www.semia.org/en/resources/semiconductor-market-data,No material direct revenue disclosed
Electronic Design Automation Software,Microsoft,0,245.1,44.6,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm,https://www.semia.org/en/resources/semiconductor-market-data,No material direct revenue disclosed
Electronic Design Automation Software,TSMC,0,90.0,42.0,0.0,https://investor.tsmc.com/english/financial-calendar,https://www.semia.org/en/resources/semiconductor-market-data,No material direct revenue disclosed
Electronic Design Automation Software,Samsung,0,220.0,8.5,0.0,https://www.samsung.com/global/ir/financial-information/earnings-release/,https://www.semia.org/en/resources/semiconductor-market-data,No material direct revenue disclosed
Electronic Design Automation Software,Marvell,0,5.5,-7.0,0.0,https://investor.marvell.com/financial-information/sec-filings,https://www.semia.org/en/resources/semiconductor-market-data,No material direct revenue disclosed
Electronic Design Automation Software,Micron,0,25.1,-2.0,0.0,https://investors.micron.com/financials/sec-filings,https://www.semia.org/en/resources/semiconductor-market-data,No material direct revenue disclosed
Electronic Design Automation Software,IBM,0,62.8,16.5,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/51143/000005114325000010/ibm-20241231.htm,https://www.semia.org/en/resources/semiconductor-market-data,No material direct revenue disclosed
Electronic Design Automation Software,Texas Instruments,0,15.64,34.0,0.0,https://investor.ti.com/financial-information/annual-reports-and-proxies,https://www.semia.org/en/resources/semiconductor-market-data,No material direct revenue disclosed
Electronic Design Automation Software,GlobalFoundries,0,6.75,22.0,0.0,https://investors.gf.com/financial-information/sec-filings,https://www.semia.org/en/resources/semiconductor-market-data,No material direct revenue disclosed
Electronic Design Automation Software,SMIC,0,8.03,13.0,0.0,https://www.smics.com/en/site/company_financialSummary,https://www.semia.org/en/resources/semiconductor-market-data,No material direct revenue disclosed
Professional Visualization (GPUs),Intel,1,52.9,-0.6,0.1,https://www.intc.com/filings-reports/all-sec-filings/content/0000050863-26-000008/intc-20251227.htm,https://www.jonpeddie.com/news/workstation-report/,Estimated from segment disclosures and product mix
Professional Visualization (GPUs),AMD,1,34.6,7.8,0.5,https://ir.amd.com/financial-information/sec-filings/content/0000002488-26-000018/amd-20251227.htm,https://www.jonpeddie.com/news/workstation-report/,Estimated from segment disclosures and product mix
Professional Visualization (GPUs),Nvidia,1,60.9,54.1,1.8,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000086/nvda-20250126.htm,https://www.jonpeddie.com/news/workstation-report/,Estimated from segment disclosures and product mix
Professional Visualization (GPUs),Apple,0,391.0,31.5,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/320193/000032019324000123/aapl-20240928.htm,https://www.jonpeddie.com/news/workstation-report/,No material direct revenue disclosed
Professional Visualization (GPUs),Qualcomm,0,38.96,25.6,0.0,https://investor.qualcomm.com/financial-information/sec-filings/content/0000804328-24-000067/qcom-20240929.htm,https://www.jonpeddie.com/news/workstation-report/,No material direct revenue disclosed
Professional Visualization (GPUs),Amazon,0,637.96,10.8,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1018724/000101872425000008/amzn-20241231.htm,https://www.jonpeddie.com/news/workstation-report/,No material direct revenue disclosed
Professional Visualization (GPUs),Google,0,350.0,32.0,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1652044/000165204425000014/goog-20241231.htm,https://www.jonpeddie.com/news/workstation-report/,No material direct revenue disclosed
